class,text
positive,"RT @NEWNEWBLONDeD: @VansMarley WONDERFUL AND U???"
positive,"RT @time TIME http://ow.ly/1pcDhh is college really nec. for everyone? I say forget about B.A....now you need a M.S. to get anywhere!"
positive,"@papercoversrock Find one that is fun and full of the information you're seeking. You'll make good connections and come back feeling great!"
positive,"im gonna go dry and fix my hair. and then call adam :]"
positive,"@LittlecBeadles I would like you to follow my bieberbuddy, @BiebersSwagg 6"
positive,"Hoping for no school for I can sleep all day and nighttt"
positive,"Blogging for Businesses results in 55% More Traffic, 97% More Inbound Links!! | SysComm International http://ow.ly/1aMkR"
positive,"omg......the wall turned out looking gd."
positive,"@rhaynecoleman I haven't forgotten about sunday morning praise #PRAISEHIM"
positive,"@lexxxylives I am so very glad that you died of laughter. xD"
positive,"RT @djkingspin: Good Morning ppl! 4 my early birds i got new music 4 u guys! @ www.djkingspin.podomatic.com"
positive,"@Simpsoncody , your moving to the states ? :)"
positive,"Do nothing against one's conscience. With this secret we can enjoy life & have no fear of death. ~ Voltaire #quote #character @tinyquote"
positive,"Omg... I actually have a thursday night off =O!! Movies or late night shopping??? Cant decide!!!"
positive,"RT @Idothat2: RT if all you need to feel better sometimes is a hug. #idothat2"
positive,"I just got a new phone. Loving it its an HTC hero from Verizon I'm happy"
positive,"she wants me to play with her until we fall alseep together.......so goodnight tweople shalam"
positive,"RT @EmanuelKiriakou: All I wanted was to get in my wifes pants...and now I have 2 kids.."
positive,"@NickWoodford93 goood:), alrite i supposee"
positive,"RT @Greer_Grammer: Will: isn't it sad that were gonna be remembered as a generation who loves sparkly vampires?? Me: I LOOOOVE sparkly vampires!!!!!"
positive,"RT @HeavenForex: Howdy, guys! So, we are starting now! In a few moment you'll es the first trade made by Heaven Forex developer! Be read ..."
positive,"RT @TheLoveStories: Cling to your imperfections, they are what make you unique. -Debbie Black #TLS"
positive,"I love my hairstylist. I believe she thinks I'm gay, so she flirts with me constantly and vigorously runs her (cont) http://tl.gd/bjssg"
positive,"@JGONeill Blanche, Norris, Graham and to some extent Steve MacDonald are the funniest characters of the last few years. More please. #corrie"
positive,"Crazy to think that I went into labor a year ago today! Teagans birthday is tomorrow, but today brings back a lot of memories. So amazing!"
positive,"@RyanSheckler Hay Ryan why have you no real life soap anymore? I liked it! kisses from Holland in Europe"
positive,"RT @DopeSince88: i'm lowkey about to buy my LB's album on itunes...its actually good"
positive,"@Xavieralanzbaby haha hit it up when you make a new batch :)"
positive,"RT @Pai_Sitang: RT @KongKaroon: Thank God I'm free today!!--take a rest na ka :) http://myloc.me/4a4ZT>:)"
positive,"Who Else Wants to Secure A FREE Wealth & Power Building eBooks & Audio Package (Including Limited Time Bonuses)? http://bit.ly/WealthPackage"
positive,"10-14 of snow with blizzard conditions expected thru Friday - I would REALLY love some sunny spring weather!"
positive,"@CheapEatsDotIE you could say 'in like a big h*rny thing' :)"
positive,"@DoseGambino yea dat right I run red lights I thot u new? And I drive wit 2 feet so wut dat tell u? Im ready playa!"
positive,"@BabyDangle i love that song. i wish i could find it somewhere to download"
positive,"RT @MSJAJALOVE S/o to all my real females followers **"
positive,"My Work: I just wanted to share my work with everyone here. I have been working on two websites that aim to help p... http://bit.ly/cHFaib"
positive,"I want some in n out frys and a chocolate milk shake..."
positive,"Happy Birthday @Swagbucks! Here's to another year of free rewards at http://bit.ly/KdISW! #swagbucks"
positive,"@AlishaRoberts7 Hey Mamma ..thats more important than my video..next time :)"
positive,"@JoseFloresJr LOL IC...I've seen it...I thought they did another one."
positive,"Its time you changed direction! This is the answer! It'll blow your socks off! http://profusionXis4me.info"
positive,"RT @prettypinkposh New Prettypinkposh Sizzix giveaway! Here's your chance to win some brand new products! http://alturl.com/ua8f"
positive,"RT @lifehousemusic: 5 days untill smoke and mirrors!! http://bit.ly/aQrxgq :)"
positive,"@aliciaaw002 hey hi :)"
positive,"RT @3greenangels: Spread the word, find out what is in your food and help others! http://www.whatsonmyfood.org/banner.jsp #ecowed"
positive,"Great idea! RT @SharonDV: @AbsolutCJ @yummymummyclub A Blue MOuntain getaway would be AWESOME!"
positive,"@YUNGDURTY580 yuhhh that Touch Down is my shit and that M town and Loco !!!!"
positive,"@eemeer the oral is so easy! who are you doing it on mr.bean?"
positive,"I unlocked Win Level 2 in SteamPunk Hockey! http://bit.ly/cHX9Kd"
positive,"@johncmayer, thank you for another incredible night ... I'm speechless"
positive,"picked up the book #RealityHunger by David Shields today. That is correct: I disconnect myself from the computer from time to time."
positive,"@lightnessalways Intend to do that tomorrow!"
positive,"i love that my husband is into the olympics. I don't get it, but he's like a 13 year old. It's adorable."
positive,"Dear Coldplay, i want to see you live before i die."
positive,"@JansArceo i like the song Black and BLue :D"
positive,"Pls check ur direct message n sms inbox! RT @yugalinan: @lovedella bunny ak ud bangun.... http://myloc.me/4ckDE"
positive,"Great to hear the crowd and the team sing our anthem. We could do with more of that. #gocanadago"
positive,"@Wossy Geez, your house is turning into a zoo! lol love the names for the mice! ;o) love, xx"
positive,"@heidiglamluvvsu my lesson today was grab life by the balls and hold on for dear life lol"
positive,"@adamlambert yaaaaaaaayyyyy so happy bout the idol performance and ur gonna sing music again on leno!!!!"
positive,"@StuckOnHandsome hahahah of course"
positive,"Leverage is kind-of surprisingly good."
positive,"taking a break from crazy packing to watch 2012."
positive,"RT @Breathe_EZ_Papa: PURE Is Shpopppinnn!!! Feelin My Ladies And Fellas Right Now!!"
positive,"I'm so pleased I'm gonna post it again http://twitpic.com/15h0nd"
positive,"loves you Galouuuu the wolf. http://myloc.me/4e2Kr"
positive,"@lusummers GO THE #FAVOURS I wouldn't be ashamed just be prepared!!! lol"
positive,"Gmorning:-) Uthini uLinda..lol just tuned in&they playing #potoko RT @songistylez: Who listens to Khozi fm in the morning #vukamzansi #linda"
positive,"I like chinese blueberry green tea. Yummay RT @IamRah: And yes green tea DOES go with everything dammit..."
positive,"Sleepy time...also photo of the day! The background @TrishaOSDesigns made me!! http://tweetphoto.com/12547820"
positive,"@jupiters_crunch naw actually i do the sam thing i wait till after i eat to brush me teeth to me that is the more logical way to do it lol"
positive,"what comes in that box that box that rocks"
positive,"@Riss123 Bahaha do it! I brought my sister tickets for her birthday and she asked me to go with her."
positive,"Esperanza Atlanta | A GEM FROM THE SPORT OF DOWNHILL SKIING: A GEM FROM THE SPORT OF DOWNHILL SKIING. In the spiri... http://bit.ly/9K6Zzj"
positive,"@zhnafisal Best of luck to u then.. Hope we can meet when I;m back in malaysia.. BTW anything u interested about Russia?"
positive,"In my arms, at least you can feel safe here.."
positive,"@davidleibrandt HOW SHORT? please not too short i love your hair!!!"
positive,"RT @bukonvict: RT @ladygaga: Celebrate! Rejoice 2nite monsters! The album you believed in #THE FAME is officially DIAMOND WORLDWIDE! 10,000,054 copies!"
positive,"YOU ARE RT @MzMG2U: I am the coolest lolRT @Just_Tone: #FF @MzMG2U becuz she's possibly the coolest chick in kent"
positive,"And I, I've got to have my way now, baby All I know is that to me You look like you're havin' fun Open up your lovin' arms Watch out, here ?"
positive,"Hmm sorry he is my boy wkwk tonight or tomorrow ;) RT @koesdinda: @NabilaKariza mau dong za foto yg sama @rogun32 hihihihi"
positive,"RT @TheRealBash: Like the pics? thats a sneak peak before theyre finished..."
positive,"Lol RT @DrewSmileAlot: #probablywonthappen I just left this popppin Iota party..bout to hit the after joint @The Iota crib"
positive,"@Miss__JayJay Hehe. So true-idk, maybe I'll get brave and post some. lol. I've got a few I could probably post within the next few weeks :-)"
positive,"@TheEllenShow When you wake up to curling, it's time to go to bed. haha, tell Gladys Canada loves her."
positive,"Hope everyone is ready too Voscillate on the 9th of this March!!!!"
positive,"Why customer focus? Reason12: Everybody sells. When everyone in your organisation is focused on delighting customers, they are selling."
positive,"@donna_81 I'm doing well =) just listening to music and waiting for the Olympics to begin"
positive,"RT @S3ackii: #pausemarley lol you think you dennis rodman lol...lmaoooo"
positive,"@RealMen_Sparkle :)It tastes awesome !! try and tell me later whatcha think about xD missed you"
positive,"Just finished a meeting with the netherlands rugby board, great people."
positive,"Me + my dad have no shame x) it's hilarious ... I ended up cackling so bad. Lull."
positive,"@ItsAnnieEmma i DO care about the tsumani!! im just not tweeting about it cuz thats not what my followers want to read.mind ur own businness"
positive,"@CharlottePoole FFS tho i do love golden syrup! 8D"
positive,"Jeff Beck on His Legendary Unreleased 1970 Motown Album! | for more info go to: http://wp.me/pJSnd-HK"
positive,"Yea you know me! Congrats to the pre-nom! -NaVell. RT @rickygoldin Who's down with RPG??? I'm back!"
positive,"LORENZOfarrell - lmfao, ilove weezy w. all my heart thoe."
positive,"It's so good to know that the hill I live by is really know as Depot Hill & not just (rhymes w/) Jigger Hill..."
positive,"@SaphireTopaz I wish!"
positive,"20 miles in 3:00:02 :):)"
positive,"As much as I love you all, I must make a move and do something. Back laters xx"
positive,"@thisplum You're not a Delapore too, are you? Been hearing things in my wall on and off for a while and I haven't eaten anyone yet AFAIK"
positive,"Wow, 98% of people like MILFs. http://bit.ly/bAAcVF #milfs"
positive,"SPOTD _____MAKE___ME___AN___OFFER___ON___ANYTHING_____I_dare_you: I have to clear out my stock room ready for painting and would rathe..."
positive,"@Hoodstar87 Lol!! You got jokes huh! But yes indeed it is party time!!"
positive,"BRING JAEBUM BACK NOW!!RT @weheartkpop: Read this everyone. Please. http://bit.ly/9XlxbZ"
positive,"@tinkeylicious http://twitpic.com/15o97f share lng poh.. which pic of Melai is ur fave? hehehe"
positive,"Yung Berg & Lil Mama would be a perfect couple! http://bit.ly/cUy8Pp"
positive,"I hope everyone finds one. RT @MyAnnoyances: A truly good relationship is one where both individuals think they're the lucky one."
positive,"RT @jobm Really enjoyed episode 9 of Dexter season 4. I would want to watch more, but another early day ahead."
positive,"RT @ITSNIKKITIME: YES....I watched Seventeen Again..and I loved it....guilty pleasure?"
positive,"RT @asmaax3: Wesbrook wants to play for the Bears.: how about at SD? : }"
positive,"What about the olimpics? Netherlands rocks on socks.."
positive,"@knightrider233 Hahahahahaha! We need to start a @JonathanRKnight stiffy collection! http://tweetphoto.com/12622317"
positive,"@D3theCB i feel ya.. way to waste my whole Saturday!"
positive,"rt @BOSSINBECCA_JTB YB'Z SMACKFEST TONIGHT!!! HMMMM!!===> dey been havin a smack for the past 2 dayssss..lml.."
positive,"@LISAefBABY u know what i mean!"
positive,"RT @dapoawofisayo: LONDON!!!! Follow @THEREALSWIZZZ now he will follow you back!!!........"
positive,"@ the cookout w @locngrowpromo ppls in the hooooood!!! We r hving soooo much fun!! http://tweetphoto.com/12705637"
positive,"Just left goose island got my eat on now it's time to go shoppin! Magnificent Mile here I come..."
positive,"Join MyLikes, very interesting..http://bit.ly/cl4bZa"
positive,"RT @whymommy: I'm using The Twit Cleaner to find all the spammers & junk on twitter. You should check it out: http://thetwitcleaner.com"
positive,"@rsmiff can @mattyg share that with me ? ;)"
positive,"Motherjane and Led Zepplica gonna rock the show tonite!"
positive,"totally met the soup nazi tonight! best night of my life? probably..."
positive,"As I drank Green tea AND didn't buy cake today. I have treated myself to the Maryland cookies that were left over watching Lost last night."
positive,"@mikejulietbravo She claims she was framed ~ and it seems the Brit government, US lawyers etc, think this extremely likely..."
positive,"@R_C_bdb *climbs in bed and gives you a deep full kiss as common faded and switches to orange moon by badu*. Good night Kalfu."
positive,"@jonnycampbell Hope you and the MDD team have a great night. Will raise a glass to you at the 40th party I'm at."
positive,"Done wit this studying biz! Time to head home to nap and then steppin out"
positive,"Dope set to brov got something cooking for Zouk RT @DeejayZee: @HarmonixEnt guy, your set was too hot. People are gonna die tonight at Zouk"
positive,"Happy birthday baby sister :) awws my bibi is 19!!"
positive,"Air De Venecia: http://bit.ly/a5Wcu3. Man that kid can jump!"
positive,"Weebee's Cafe on #Yelp: Good food, good service, interesting atmosphere. My first experience at Weebee's Cafe was po... http://bit.ly/ci4Ugh"
positive,"I did 50 sit ups. I feel better about myself now."
positive,"full wend in the studio, might as well move in there at the mo, looking forward to getting out next wend, play some records and party hard"
positive,"@xxnonnahs oh i will ;) haha jk. Lol. Ill call u tomo. Je t'aime wifey."
positive,"'Oklahoma!' at Live Arts Md. more than OK: And its opening departed from the conventional stage filled with chorus... http://bit.ly/9Gs9mO"
positive,"@TheSirOfBL thanks for the follow"
positive,"RT @iSasha_Fierce: #Ibelieve That Kobe Is The Best"
positive,"I pray each day 4 ~PeaCe~ to come; I know i'm not the only one...just think how good it would be-4 everyone to just be ?FREE??SmiLey??HaPPy?"
positive,"When you are strong enough to love yourself 100%, good and bad?you will be amazed at the opportunities that life... http://bit.ly/c0rCOb"
positive,"I should try to get something outta this let's wait and see ha"
positive,"Photo: ilovesleeeep: http://tumblr.com/xru6whcc1"
positive,"@armygirlnay oooo- hope you have glitter!! ;)"
positive,"@hammyhavoc LOL when her mom goes back"
positive,"@misserikaaa lol I know. haha anyway stop tweetin and rest. :) I know what's good for you so listen! I.T :)"
positive,"Liked Patates-Sogan :) [pic] http://ff.im/-gHmW8"
positive,"RT @xshopping @Jader_Raide I think this person is great. You should follow them. -thnxx Hun"
positive,"Get the Best Watches @ the Best Price-Free S&H through tues. http://www.hurl.ws/c5fs"
positive,"RT @B5Unplugged: I wish Kelly had a twitter or something so that he could see his birthday page and all of your birthday messages/wishes."
positive,"And this #onetime at band camp xDD"
positive,"i just want u to be happy"
positive,"You could win the trip of a lifetime at http://RethinkWhatMatters.com - before you know it you'll be #rethinking in paradise. Soooo nice."
positive,"what's up with training? gdgd? hmm. jia you and see ya tomorrow! lol. @gracecwt"
positive,"' i only see the memoriess from u and me honey it's never gonna endsz ;$ jj ' ."
positive,"RT @joejonas: I cry because I love Justin Bieber!!!"
positive,"At the Norwood Food & Wine Festival. Gorgeous day. Let's have a drink! #Adelaide"
positive,"@howlieT New pants, blankets and horlicks. Ready to take on the world, we are. #beinghuman"
positive,"The Lovely Bones; I want to read the book!"
positive,"RT @Masterskier: Race Day! The big one is finally here."
positive,"@bkbaybee14 victoria, girl you should follow comedian @kevinedwardsjr..hes funny and real..will have u laughin :)"
positive,"@AyuBieberJonas um OK!:) my goal is 6 more? What about you!?"
positive,"@JessicaVickery lol I will babe already have"
positive,"Good Morning!! This is the day that the Lord has made. Let us rejoice and be glad in it."
positive,"@sonatacreative I hope you're going to share the recipe!"
positive,"Thank You Lord, - For letting me wake up each morning and going to bed at night; for the sun; for the moon;... http://tumblr.com/xlo6wsx5v"
positive,"@JoelMadden lol Joel, no fist pump xD hopefully when I'm 21 you'll be in AC a lot (:"
positive,"What a game!! #Terps beat #Hokies 104 - 100 in Double OT. Greivis is a beast!!"
positive,"RT @scorcherslife: RT @Mr_Bogle: #Somewhererightnow someones eatin McDonalds in KFC < Lmao"
positive,"@auntyfong we're all working! &&& i reserved the tank for you, so nice right! hahah but you dont want. see you tmr!"
positive,"Rise and shine time!! Noshville then studio with nick to create genius..again:-)"
positive,"@laurenmason1 mornin mornin babe, Did ya dwnload what'sapp yet?? What's ya plans for this wkend an nx?? Gna arrange a girly nyt @ mine xxx"
positive,"RT @michiiiiih: Someday we will be together again, huhuy i believe"
positive,"Grab my glasses i'm out the door i'm gonna hit this city [lets go]"
positive,"@VanNessVanWu wow so yummy!! :D hope u enjoy it.. http://tweetphoto.com/12927669"
positive,"BE HER THEN!! RT @MagnificentVee: @FARFROMbasic wish I was her"
positive,"I wud lov 4 dis shit to last So Ill tak picturs of my rearend so you wont 4get my ass Alls well that ends ok So Ill end? http://lnk.ms/6YNlq"
positive,"Canada wins Olympic gold in ice hockey with 3-2 win over United States (source: Orlando Sentinel): Canada beat the... http://bit.ly/aefWgM"
positive,"RT @BBMCHAT: todays person to follow is @drm2blv everyone rt and follow! :)"
positive,"Increase your sex drive like i did! http://tr.im/QcRS"
positive,"RT @joejonas: I cry because I love Justin Bieber!!!"
positive,"Sooo proud to be Canadian we are simply amazing, CROSBY I love you!!!!!!!"
positive,"@ozgolith Hank is probably my favorite spoken-word performer .... smart, funny, and a HUGE heart ... love that guy"
positive,"@DelightfulToni Honored to be listed as one of ur fave #1 Brands - TY! Enjoy the rest of your weekend :)"
positive,"I think I can say I have been more productive with my homework than other times... :)"
positive,"@jfrances Thanks so much for including me in your treasury! All the way to the FP of #Etsy!!"
positive,"@MidnightHatter Tell Carolyn I said hello, then. Remember to pull out."
positive,"@NileyCyrus I went with Nora to Camden didn't I.. lol. Now, me and you have to go. Ha. Depends what type of stuff you like I guess..."
positive,"@faithfoodfit Hahaha omg I just made quinoa! I love it, though."
positive,"@jandtmornings YES! I love dates. :) Big love to you both!!"
positive,"Going to see gaga tonight XD"
positive,"http://twitpic.com/1608b0 - HAHAHAH @johncasper you look wet! Thanks for the photo Mizz!"
positive,"Margaritas was like jamrock 2night..shout out to my nigga killah holdin it down against the wall gha gha.."
positive,"@MsMandyMay wow"
positive,"My main impression from being at #RedSox camp for the first time: Everybody is just thrilled to be here. Never seen anything like it."
positive,"RT @madisonviolet: Madison Violet just won the Grand Prize in the John Lennon Songwriting Contest / Folk Category for 'The Ransom'!!!!!!!! Woo hoo!"
positive,"Woahhh!! Just found Justin biebers personal Twitter... SWEET!! Haha. But I didn't follow it because I know that he needs his privacy!! :)"
positive,"These pralines were ordered 4 a business meeting 2mar...they r gonna luv em...melt in the mouth! Will package em in pretty Diva Dishes wrap"
positive,"pea coats were originally worn by sailors and members of the europeans navy. So, europen, coastal & vintage.. i like."
positive,"Massive Wealth from Home No bugging family or friends! Plug and play system."
positive,"Tearing up carpet is probably the grossest house jobs I've ever done...all that trapped dust - I'm such a HUGE fan of hardwood floors!!"
positive,"its movie over here... im about to get in this crazy ass carnival ride /="
positive,"@Alexlovesmusic :) no prob hun . it was such a beautiful picture i HAD to :) we must have a photoshoot. youd be great to shoot"
positive,"Out for drinks with the guys!"
positive,"Our first winner issss: @TheVeganOne! She receives an awesome @TWSTweets T-shirt: http://bit.ly/dwj8YA #TWSTcontest"
positive,"@kcklo63 I look it. Horn rims, grey hair on the temples... I like to think of it as distinguished."
positive,"Back at my house to let Piggy outside and to see if the cat will give me some attention. Then off to visit Baby Ruth!"
positive,"Dr. Laura's advice today is for women to stop picking birds with broken wings and instead choose the high-soaring eagles. Come on ladies!!"
positive,"@pieper I have no clue, but that's good advice!! LOL"
positive,"i feel no shame im proud of where i came from i was born and raised in the boondocks"
positive,"ATTENTION ALL MOMS! Join our team of Moms working from home and loving it! http://lyndellprosper.myworldmoms.com"
positive,"Q:what kind of female do u see your self marr... A:sumone that will make me happy smart indepe... http://formspring.me/WETOFDPB/q/249826276"
positive,"productive day, all days :B"
positive,"RT @thelovestrings: whats meant to be, will always find its way ."
positive,"@klconover I find it interesting that there still appears to be some level resistance to learning/using social media tools. #schieffer"
positive,"I like USA and GB and CA, and AU, but do You like My country Hungary? But why?"
positive,"Yet be mindful of the Books you read, too! ~Manifest_1 #Well #JustSayin"
positive,"@theburiedlife hey guys do yo by chance know when the new tshirts will be sent out? Thanks:) #TheBuriedLife ;D"
positive,"FREE tools to help you with your business opportunities! http://ihid.us?i=ahas"
positive,"Gay Mother-a homosexual male who you look up to, will guide you in the right path, will be a maternal figure?I need a gay mother at Howard"
positive,"City council elections in Holland tomorrow. Good luck to all my Twitter and FB fans who r running. Still haven't decided who I'll vote for."
positive,"RT @THON: Thank you for your support @CongressmanGT! We really can't thank you enough! #THON"
positive,"#nowplayin Pretty Boy Swag by @Souljaboytellem i loveeeeee dis shyt!!! goes suppa suppa hard"
positive,"@JacobxBlackx *Moans, losing myself in your kiss, sliding my hands up your shirt, taking it off you, and letting my hands roam freely*"
positive,"am exited my best friend Eyeisha text me the other day"
positive,"@AshWantstoRock ahhhh I can't wait!!! I still need to get the cd let alone listen to it lol"
positive,"RT @andabogdan RT @worldprayr: RT @BarryMoore2010 In bham please pray for Heathers dad!"
positive,"@RussFrushtick There are about 50 people playing, they just bunch together. I'll be on in a bit if you want to squad up."
positive,"@deniece_ awesome! busy playing with 2nd generation of the grandchilds. All the 6yrs and below (:"
positive,"eating some strawberries ! And Trevor just came over !! ;)"
positive,"20% off coupon this week in my centsible shop for these awesome @MelissandDoug pattern blocks:http://bit.ly/bmnCje Code: Centsible20"
positive,"@OGKingShootah I feel you! As long as you gettin' to the moneyyy, I understand lol"
positive,"Lol @awesomelulu has a groupie @Lomage http://myloc.me/4m4w3"
positive,"@justinbieber please tweet me i have to stay in hospital over night it will make me feel a whole lot better pleaseee"
positive,"@jaredleto I hope you kept those Red Glasses. I threw them on the stage. PS: GREAT SHOW!!!"
positive,"@ItsBriannaGomez yup! I'll twitpic it to you tomro..if u want I'm on my iPod :/ so what u doing.!?"
positive,"@sassyele lol, Ok, I'll meet you 1/3 of the way from my end, I'll be seeing them elephants by then for sure ;-)"
positive,"@veganatalie An extremely bright ISS will cross your sky tonight! It comes up in Southwest at 7:33 pm. Details: http://twisst.nl/13857"
positive,"@skymovies_com Good shout, though I'm a sucker for Rockstar Energy Original, damn that's good elixir."
positive,"GTG. Will do a project in History. I want it to be done right away."
positive,"RT @Ala4adam: Don't forget to text PLAY LAMB at 55100 so Adam can make the Z100 countdown tonight!"
positive,"Our dance contest sponsors are Twitter Superstars!! Watch our video, and learn more about these fantastic companies! http://short.to/q9me"
positive,"@edenfantasys who is it? lol I wanna know!"
positive,"You have me hooked! Too bad its the end lol RT @vee_rayy: good game WV! back to the bachelor"
positive,"@TreySmith83 Ahh yes, the boiled pork. The microwave was probably my favorite Charles moment. It smelled like cotton candy. Way better."
positive,"Win Natura's Ultimate Pillow (ARV $120) for the BEST night's sleep @thxmailcarrier from @naturaworld! http://bit.ly/cJypqN #win #giveaway"
positive,"I favorited a YouTube video -- Modern Warfare 2: FPSKyle's How to Play Sabotage Like a Man (MW2 Gamepla... http://youtu.be/rtmDv0aheSk?a"
positive,"OH yes! RT @LaBellaLeigh How about we just push Emilie aside and replace her with KStew... okay? Perfect"
positive,"RT @STLScorpio31 One who smiles rather than rages is always the stronger. ~Japanese Proverb #quote: RT @STLScorpio31 One who smiles ra..."
positive,"Listening to@BaisdenLive,my three year screams hey mommy it's Michael Jackson,LOL,this is an old school girl then asked me is that the OJays"
positive,"Labels Say The Use of Social Media Is A Must|The music industry has been gaining ground in their attempts of .. http://oohja.com/x7ZRS"
positive,"RT: Social Media Guru. Awesome - doesn't he look like Mark? #himc http://bit.ly/gcr1y"
positive,"RT @theellenshow: Same-sex marriage was legalized this morning in Washington DC ? hopefully other parts of the country will follow their lead. Go DC!"
positive,"Can't wait for the para-olympics! (:"
positive,"Sukumar Azhikodu on Sachin hit 200 -Sachin shud retire from hockey #fakingnews :D My last tweet"
positive,"@GarethBRUTAL me too :S"
positive,"Burning Legion: The Horde successfully attacked the Alliance. Next battle: 3:38 AM"
positive,"@justinbieber please notice this http://www.youtube.com/watch?v=IF8DVTR8cvU it was made by a proud belieber.. not me... @iTzbiebershawty 29"
positive,"@MrsPinkyIvory pink sweat suits frowning up n every pink sneaker n everything pink from lol girls I know I did lolol I'm true to my pink!"
positive,"John Barnes: Wayne Rooney And Steven Gerrard Are England's Two Most Important ... - goal.com http://bit.ly/aVoPI1"
positive,"I just so appreciate my Tweeps from across the pond. They seem to understand American culture as much as we understand theirs. #anarchyUK!"
positive,"@cricepr Good for him! I'm a DMV native...saw him from his humble beginnings...so glad he put go-go on the map!"
positive,"@meeranagaraj Hi Meera, nice to see you here! How are you? Where are you? I am with your previous company - Wipro! :-)"
positive,"I@RunToLove Will you please scratch my back? ;)"
positive,"RT @AngelaSimmons: Laughter is the way to my heart :)"
positive,"Saying good morning to everyone. Another gorgeous morning in Surrey. Wishing you all well."
positive,"My favorite song Communication Breakdown By Led Zeppelin Is playing on WRAT! Listen now http://stream.wrat.com"
positive,"RT @trudydehacker: six sixes in an over, 200 runs in ODI, 10 wickets in an inning, max fours in ODi, max runs in ODI and test - all records belong to INDIA !!"
positive,"I really think this past weekend has made me realize something that i never thought possible, i think it made us closer than before"
positive,"RT @_shianne: @MrSoloDolo_3DH I want em I think me @tawpteam_3dh Aniya and ant jr gon get em"
positive,"@Jade_TeamByrne What colour are they? I NEED some new shoes lol x"
positive,"Watching Toy Story. In a better mood already. =)"
positive,"I luv gang of roses wit lisa ray & stacy dash I luv them ma fav actress...."
positive,"My favourite place in the world!! RT @GuardianBooks Shakespeare and Company, a creative sanctuary | Stephen Emms http://bit.ly/c2DH1R"
positive,"RT @highlandwhite: without a spotlight, you speak your mind and by golly you get results, not for fame or the big I am, purely for another human you see in"
positive,"I'm hosting this week's BSI!! Wait for tonight's ingredient reveal on my blog! :D"
positive,"http://twitpic.com/16bbjc - The night would not be complete w/out a trip to @Sephora!"
positive,"Jason does not have a farmville because the government pays him a subsidy to not grow imaginary bullshit. -- I love my friends."
positive,"Everyone seriously needs to get @liltunechi's #rebirth...the mans a genius"
positive,"Listenin to some of my old songs laughin LOL...whats funny is, i shopped some of these. WHOA haha..Always been mad confident lol smh"
positive,"It's time! Home sweet home!"
positive,"Tweeple n #specialteams mates hope you'll stop by and check out the ning I created for all of us! http://specialteams.ning.com/"
positive,"I favorited a YouTube video -- The Big Bang Theory - Sheldon Bazinga !! http://youtu.be/siWh5qnpclk?a"
positive,"Fantastic Forex:: Latest Forex Converter Yahoo Au... http://www.forextradingautomatedrobot.com/latest-forex-converter-yahoo-auctions-4.html"
positive,"Thanks, means a lot to the volunteers who have grown it to this point. RT @sav01: @mpaynknoper #agchat = very impressive in my opinion."
positive,"@Jehremy You'll be seeing this soon enough too and agreeing! RT @Jchawes: Craziness... http://yfrog.com/jpqdasj"
positive,"@joeymcintyre the dipance is youuuuu is possibly my favorite part of Griffin's music video. He really feels the music. Adorbs."
positive,"everything's better tilted RT @vtravelled A day in the life of New York City, in miniature. http://vimeo.com/9679622 / @NYCEDC"
positive,"RT @DJ_FRANZEN Thankful and humbled for another day of Life! It is truly a blessing! Never take life for granted. Live each day like it was"
positive,"RT @fenty_lovegood: #060 from #365shots : Show your love ... http://post.ly/QWyQ"
positive,"i like that game better than the usual i spy my credit card at revival i usually play on sat mornings. @legendsleague"
positive,"@louiehiguera Waddup brotha! I needs to get my Twitter chops up :)"
positive,"RT @iamdiddy: Attention paris I have a party at club VIP on thursday!!!! Let's go!!!! Spread the word! Last (cont) http://tl.gd/d7v83"
positive,"It's almost time for American Idol and it's the guys night since one of the girls was too sick to perform. Get better Crystal!"
positive,"I experienced that 2nite!! RT @TheIntelligentW: I Love Seeing Health & Fitness 'Experts' That Look Like They Just ... http://bit.ly/cTSzW6"
positive,"RT @slownessmood: Thanks to peru, china, korea, argentina, usa and brasil for help our people. THE HELP IS COMMING!!"
positive,"RT @BelieberBabes: #JonasBieberPeace good to know."
positive,"@rainnluv Kris and Cale singing that remains to be my favorite thing ever."
positive,"RT @shoppingqueeen: The only real valuable thing is intuition: Albert Einstein"
positive,"@youngmyke Thank you!! OHHH Chrissy. Remember her? Anywho..she preggy!"
positive,"2 all my new friends: Welcome! Peace and Love 2 all. 2 all MY FRIENDS!! I am very hon...: http://chatter.com/a/2dmnp"
positive,"NEWS: CAMPAIGNERS are moving a step closer to making a lethal road safer to cross. Villagers in North Weald are fi... http://bit.ly/bPXafs"
positive,"RT @ddlovato: We'll Be A Dream is now available as a single on Itunes!! Check it out!!"
positive,"@mollyheartssoap Heeeey! So I was right about Babs having a boyfriend!! x"
positive,"@JarvisTheArtist I'm good lil homey!!! Ready to get this WORK in witcha!!! LETS GET IT!!!"
positive,"Won my 3rd match out of 8! 5 more to go! Allez meee:)"
positive,"Great men are they who see that the spiritual is stronger than material force, that thoughts rule the world. ~ Ralph Waldo Emerson"
positive,"#Shoutout to Pretty woman @getyourhoneyon"
positive,"im so happy all thz snow meltinq!!!"
positive,"Oh my!!! Cherry Bomb by Dakota & Kristen = AMAZING!!! Oh man this movie is gonna ROCK! http://bit.ly/cUraaJ"
